Device Name;Device Custom Name;Device Type;Component Name;Component Custom Name;Group;First Activity;Last Activity;IP;MAC;Risk Score;External Communication;Tags;Activities;Vuln;Var;VLAN ID;Vendor;OS;Model;Project;Hardware Version;Firmware Version;Serial Number;Sensors;License Required
;;;10.1.1.11;;;2026-02-09 20:24:07.556 +0000 UTC;2026-02-09 20:24:42.101 +0000 UTC;10.1.1.11;00:1b:1b:2c:f5:7f;;No;Controller/Siemens/SNMP Agent;15;0;0;;Siemens AG;;6ES7 511-1AK02-0AB0;;;V3.0.1;;CVTrafficGen01;No
;;;10.1.1.14;;;2026-02-09 20:24:06.291 +0000 UTC;2026-02-09 20:24:42.101 +0000 UTC;10.1.1.14;00:1b:1b:66:55:42;;No;;4;0;0;;Siemens AG,;;;;;;;CVTrafficGen01;No
;;;10.1.1.15;;;2026-02-09 20:24:10.349 +0000 UTC;2026-02-09 20:24:41.968 +0000 UTC;10.1.1.15;00:1b:1b:8a:a2:c3;;No;;3;0;0;;Siemens AG,;;;;;;;CVTrafficGen01;No
;;;10.1.1.10;;;2026-02-09 20:24:07.706 +0000 UTC;2026-02-09 20:24:41.968 +0000 UTC;10.1.1.10;00:0e:8c:9c:76:ce;;No;Controller/Siemens/SNMP Agent;14;0;0;;Siemens AG;;6ES7 517-3AP00-0AB0;;;V3.0.3;;CVTrafficGen01;No
;;;Siemens 9c:76:ce;;;2026-02-09 20:24:05.659 +0000 UTC;2026-02-09 20:24:41.873 +0000 UTC;;00:0e:8c:9c:76:ce;;No;IO Module;12;0;0;;Siemens AG;;;;;;;CVTrafficGen01;No
;;;Siemens 8a:a2:c3;;;2026-02-09 20:24:23.765 +0000 UTC;2026-02-09 20:24:41.873 +0000 UTC;;00:1b:1b:8a:a2:c3;;No;IO Module;1;0;0;;Siemens AG,;;;;;;;CVTrafficGen01;No
;;;10.1.3.10;;;2026-02-09 20:24:07.062 +0000 UTC;2026-02-09 20:24:41.851 +0000 UTC;10.1.3.10;ec:fa:aa:4d:a2:05;;No;Engineering Station/Controller/SNMP Agent;11;22;0;;Schneider Electric;;BMEP586040;;;3.30;;CVTrafficGen01;No
;;;10.1.3.18;;;2026-02-09 20:24:20.209 +0000 UTC;2026-02-09 20:24:41.851 +0000 UTC;10.1.3.18;00:50:c2:bd:0a:49;;No;Controller;2;0;0;;Endress+Hauser;;CM442;;;V01.08.00;;CVTrafficGen01;No
;;;KEPServerEX EtherNet/IP Driver;;;2026-02-09 20:24:08.278 +0000 UTC;2026-02-09 20:24:41.75 +0000 UTC;10.1.0.12;02:00:00:6b:31:4d;;No;Locally Administered MAC/Rockwell Automation/SNMP Agent;9;0;0;;;;;;;6.14;f4af69e4;CVTrafficGen01;No
;;;10.1.4.11;;;2026-02-09 20:24:08.255 +0000 UTC;2026-02-09 20:24:41.612 +0000 UTC;10.1.4.11;00:24:cb:69:5f:7d;;No;Engineering Station/Controller/SNMP Agent;11;0;0;;ABB;;PM583-ETH;;;V3.0.4;;CVTrafficGen01;No
;;;10.1.0.10;;;2026-02-09 20:24:07.373 +0000 UTC;2026-02-09 20:24:41.488 +0000 UTC;10.1.0.10;00:1b:1b:ce:fa:aa;;No;Net Management Server;23;0;0;;Siemens AG,;;;;;;;CVTrafficGen01;No
;;;ECoat_Cell_Switch;;;2026-02-09 20:24:09.291 +0000 UTC;2026-02-09 20:24:41.488 +0000 UTC;10.1.3.22;00:80:f4:45:f4:b2;;No;SNMP Agent;3;0;0;;Schneider;;;;;;;CVTrafficGen01;No
;;;1756-L85E LOGIX5580;;;2026-02-09 20:24:06.993 +0000 UTC;2026-02-09 20:24:41.29 +0000 UTC;10.1.2.10;e4:90:69:d2:09:8c;;No;OPC server/Controller/Rockwell Automation/SNMP Agent;15;8;0;;Rockwell Automation/Allen-Bradley;;1756-L85E;;;35.11;d659cdb9;CVTrafficGen01;No
;;;5094-AEN2TR FLEX 5000;;;2026-02-09 20:24:09.549 +0000 UTC;2026-02-09 20:24:41.29 +0000 UTC;10.1.2.21;00:1d:9c:f4:b2:8b;;No;Rockwell Automation;4;0;0;;Rockwell Automation;;;;;3.11;addeaf3b;CVTrafficGen01;No
;;;10.1.4.10;;;2026-02-09 20:24:08.216 +0000 UTC;2026-02-09 20:24:41.008 +0000 UTC;10.1.4.10;00:20:99:88:10:3e;;No;Engineering Station/OPC server/Controller/SNMP Agent;11;0;0;;ABB;;PM590-ETH;;;V3.1.2;;CVTrafficGen01;No
;;;10.1.4.18;;;2026-02-09 20:24:24.505 +0000 UTC;2026-02-09 20:24:41.008 +0000 UTC;10.1.4.18;00:90:e8:54:ff:eb;;No;Controller;1;0;0;;Moxa Inc.;;ioLogik E1210;;;V3.3;;CVTrafficGen01;No
;;;10.1.1.23;;;2026-02-09 20:24:14.189 +0000 UTC;2026-02-09 20:24:40.806 +0000 UTC;10.1.1.23;00:0e:8c:32:98:41;;No;;5;0;0;;Siemens AG;;;;;;;CVTrafficGen01;No
;;;10.1.1.12;;;2026-02-09 20:24:14.975 +0000 UTC;2026-02-09 20:24:40.806 +0000 UTC;10.1.1.12;00:1b:1b:02:ba:10;;No;OPC server;8;0;0;;Siemens AG,;;;;;;;CVTrafficGen01;No
;;;Siemens 2:ba:10;;;2026-02-09 20:24:06.512 +0000 UTC;2026-02-09 20:24:40.652 +0000 UTC;;00:1b:1b:02:ba:10;;No;IO Module;11;0;0;;Siemens AG,;;;;;;;CVTrafficGen01;No
;;;Siemens 32:98:41;;;2026-02-09 20:24:24.797 +0000 UTC;2026-02-09 20:24:40.652 +0000 UTC;;00:0e:8c:32:98:41;;No;IO Module;2;0;0;;Siemens AG;;;;;;;CVTrafficGen01;No
;;;IDMZ_EWON_Gateway;;;2026-02-09 20:24:08.546 +0000 UTC;2026-02-09 20:24:40.592 +0000 UTC;10.1.0.13;00:06:71:75:46:8e;;Yes;Engineering Station/Ewon/Remote Access Gateway/SNMP Agent;10;0;0;;Ewon Inc.;;;;;;;CVTrafficGen01;No
;;;IDMZ_North_Firewall_Switch;;;2026-02-09 20:24:08.861 +0000 UTC;2026-02-09 20:24:40.56 +0000 UTC;10.1.0.17;00:26:98:0f:96:ae;;No;Cisco/SNMP Agent;2;0;0;;Cisco Systems, Inc;Cisco IOS;Cisco IOS Software [Cupertino], Catalyst IE3500 Software (IE3500-UNIVERSALK9-M);;;17.15.01;;CVTrafficGen01;No
;;;R-30iB Plus Assembly_Robot_Contr;;;2026-02-09 20:24:12.979 +0000 UTC;2026-02-09 20:24:40.53 +0000 UTC;10.1.4.17;00:e0:e5:4c:14:52;;No;;3;0;0;;CINCO NETWORKS, INC.;;;;;9.40;3d28f01a;CVTrafficGen01;No
;;;10.1.2.14;;;2026-02-09 20:24:15.843 +0000 UTC;2026-02-09 20:24:39.653 +0000 UTC;10.1.2.14;00:00:bc:77:f4:e1;;No;;2;0;0;;Rockwell Automation;;;;;;;CVTrafficGen01;No
;;;1756-L84E/B LOGIX5584E;;;2026-02-09 20:24:07.153 +0000 UTC;2026-02-09 20:24:39.653 +0000 UTC;10.1.2.11;00:1d:9c:0a:1e:4a;;No;Controller/Rockwell Automation/SNMP Agent;13;19;0;;Rockwell Automation/Allen-Bradley;;1756-L84E/B;;;32.011;df6c1563;CVTrafficGen01;No
;;;10.1.3.19;;;2026-02-09 20:24:19.323 +0000 UTC;2026-02-09 20:24:39.075 +0000 UTC;10.1.3.19;00:a0:f8:e1:14:a3;;No;Controller;2;0;0;;Emerson Process Management;;3051S;;;V11.3;;CVTrafficGen01;No
;;;10.1.2.13;;;2026-02-09 20:24:07.722 +0000 UTC;2026-02-09 20:24:38.956 +0000 UTC;10.1.2.13;00:1d:9c:48:c4:2d;;No;;3;0;0;;Rockwell Automation;;;;;;;CVTrafficGen01;No
;;;Weld_Cell_Switch;;;2026-02-09 20:24:09.107 +0000 UTC;2026-02-09 20:24:38.789 +0000 UTC;10.1.2.24;00:1a:2f:f5:5e:b0;;No;Cisco/SNMP Agent;3;0;0;;Rockwell;;;;;;;CVTrafficGen01;No
;;;10.1.1.22;;;2026-02-09 20:24:09.306 +0000 UTC;2026-02-09 20:24:38.631 +0000 UTC;10.1.1.22;00:0e:8c:f2:6c:e5;;No;;6;0;0;;Siemens AG;;;;;;;CVTrafficGen01;No
;;;ECoat_Uplink_Switch;;;2026-02-09 20:24:09.435 +0000 UTC;2026-02-09 20:24:38.579 +0000 UTC;10.1.3.23;00:1a:a1:10:00:4a;;No;Cisco/SNMP Agent;3;0;0;;Cisco Systems, Inc;;;;;;;CVTrafficGen01;No
;;;Siemens f2:6c:e5;;;2026-02-09 20:24:09.218 +0000 UTC;2026-02-09 20:24:38.465 +0000 UTC;;00:0e:8c:f2:6c:e5;;No;IO Module;2;0;0;;Siemens AG;;;;;;;CVTrafficGen01;No
;;;10.1.3.17;;;2026-02-09 20:24:24.755 +0000 UTC;2026-02-09 20:24:38.435 +0000 UTC;10.1.3.17;00:80:f4:45:c9:25;;No;Controller;1;1;0;;Schneider Electric;;ATV630D15N4;;;V1.7IE61;;CVTrafficGen01;No
;;;20F-D052N103 POWERFLEX 753;;;2026-02-09 20:24:09.198 +0000 UTC;2026-02-09 20:24:38.364 +0000 UTC;10.1.2.20;00:00:bc:0d:b6:e6;;No;Rockwell Automation;2;0;0;;Rockwell Automation;;;;;20.3;142e4e4f;CVTrafficGen01;No
;;;Assembly_Cell_Switch;;;2026-02-09 20:24:09.796 +0000 UTC;2026-02-09 20:24:38.05 +0000 UTC;10.1.4.20;00:80:63:3f:88:79;;No;SNMP Agent;3;0;0;;Hirschmann Automation and Control GmbH;;;;;;;CVTrafficGen01;No
;;;10.1.4.15;;;2026-02-09 20:24:09.125 +0000 UTC;2026-02-09 20:24:38.008 +0000 UTC;10.1.4.15;cc:da:0c:5d:c4:3b;;No;Controller;2;0;0;;ABB;;ACS580-01;;;V2.76;;CVTrafficGen01;No
;;;10.1.3.12;;;2026-02-09 20:24:12.843 +0000 UTC;2026-02-09 20:24:37.372 +0000 UTC;10.1.3.12;00:80:f4:ee:f5:63;;No;Controller;2;2;0;;Schneider Electric;;TM5CSLC100FS;;;V1.4.0;;CVTrafficGen01;No
;;;KR C4 Weld_Robot_1_Controller;;;2026-02-09 20:24:07.153 +0000 UTC;2026-02-09 20:24:37.241 +0000 UTC;10.1.2.16;00:1a:28:60:ec:7a;;No;;3;0;0;;ASWT Co., LTD. Taiwan Branch H.K.;;;;;8.6;3de17451;CVTrafficGen01;No
;;;2198-D012-ERS3 KINETIX 5500;;;2026-02-09 20:24:07.284 +0000 UTC;2026-02-09 20:24:36.627 +0000 UTC;10.1.2.17;00:00:bc:6a:bd:dc;;No;Rockwell Automation;3;1;0;;Rockwell Automation;;;;;12.1;15cbb430;CVTrafficGen01;No
;;;10.1.4.19;;;2026-02-09 20:24:17.569 +0000 UTC;2026-02-09 20:24:36.283 +0000 UTC;10.1.4.19;00:d0:c9:ce:7e:39;;No;Controller;2;0;0;;Advantech Co., Ltd.;;ADAM-6052;;;V2.05;;CVTrafficGen01;No
;;;10.1.4.12;;;2026-02-09 20:24:07.741 +0000 UTC;2026-02-09 20:24:36.11 +0000 UTC;10.1.4.12;00:21:99:de:b4:a1;;No;Engineering Station;3;0;0;;Vacon Plc;;;;;;;CVTrafficGen01;No
;;;10.1.1.19;;;2026-02-09 20:24:07.361 +0000 UTC;2026-02-09 20:24:36.096 +0000 UTC;10.1.1.19;00:1c:06:09:91:b7;;No;Controller;4;0;0;;Siemens AG;;6SL3210-1KE21-7UF1;;;V4.8;;CVTrafficGen01;No
;;;Siemens 9:91:b7;;;2026-02-09 20:24:19.913 +0000 UTC;2026-02-09 20:24:35.772 +0000 UTC;;00:1c:06:09:91:b7;;No;IO Module;2;0;0;;Siemens Numerical Control Ltd., Nanjing;;;;;;;CVTrafficGen01;No
;;;10.1.3.21;;;2026-02-09 20:24:24.784 +0000 UTC;2026-02-09 20:24:35.242 +0000 UTC;10.1.3.21;00:00:54:3a:52:e9;;No;Controller;1;0;0;;Schneider Electric;;TM3DI32K;;;V2.1;;CVTrafficGen01;No
;;;10.1.0.15;;;2026-02-09 20:24:09.503 +0000 UTC;2026-02-09 20:24:35.168 +0000 UTC;10.1.0.15;00:0e:8c:81:c6:01;;No;Engineering Station;9;0;0;;Siemens AG;;;;;;;CVTrafficGen01;No
;;;KR C4 Weld_Robot_1_Controller;;;2026-02-09 20:24:06.993 +0000 UTC;2026-02-09 20:24:34.997 +0000 UTC;10.1.2.15;00:1f:29:98:6c:f0;;No;;3;0;0;;Hewlett Packard;;;;;8.6;3de17451;CVTrafficGen01;No
;;;Siemens 2c:f5:7f;;;2026-02-09 20:24:05.724 +0000 UTC;2026-02-09 20:24:34.567 +0000 UTC;;00:1b:1b:2c:f5:7f;;No;IO Module;10;0;0;;Siemens AG,;;;;;;;CVTrafficGen01;No
;;;Weld_Uplink_Switch;;;2026-02-09 20:24:07.373 +0000 UTC;2026-02-09 20:24:34.487 +0000 UTC;10.1.2.25;00:1a:a1:21:90:29;;No;Cisco/SNMP Agent;3;0;0;;Cisco Systems, Inc;;;;;;;CVTrafficGen01;No
;;;10.1.0.14;;;2026-02-09 20:24:11.254 +0000 UTC;2026-02-09 20:24:34.487 +0000 UTC;10.1.0.14;00:15:5d:1d:a0:9c;;Yes;Net Management Server;8;0;0;;Microsoft Corporation;;;;;;;CVTrafficGen01;No
;;;CNC_Uplink_Switch;;;2026-02-09 20:24:09.074 +0000 UTC;2026-02-09 20:24:34.382 +0000 UTC;10.1.1.25;00:17:0e:9c:6c:11;;No;Cisco/SNMP Agent;3;0;0;;Cisco Systems, Inc;;;;;;;CVTrafficGen01;No
;;;10.1.1.13;;;2026-02-09 20:24:06.502 +0000 UTC;2026-02-09 20:24:34.138 +0000 UTC;10.1.1.13;00:1b:1b:72:6d:f7;;No;Engineering Station;53;0;0;;Siemens AG,;;;;;;;CVTrafficGen01;No
;;;1734-AENT POINT I/O;;;2026-02-09 20:24:08.681 +0000 UTC;2026-02-09 20:24:33.746 +0000 UTC;10.1.2.23;00:1d:9c:e9:a6:fd;;No;Rockwell Automation;4;0;0;;Rockwell Automation;;;;;7.3;91f483fd;CVTrafficGen01;No
;;;CNC_Cell_Switch;;;2026-02-09 20:24:07.422 +0000 UTC;2026-02-09 20:24:32.703 +0000 UTC;10.1.1.24;00:1b:1b:c8:50:05;;No;SNMP Agent;3;0;0;;Siemens AG,;;;;;;;CVTrafficGen01;No
;;;10.1.3.13;;;2026-02-09 20:24:20.595 +0000 UTC;2026-02-09 20:24:32.572 +0000 UTC;10.1.3.13;00:60:e5:c6:25:ff;;No;Engineering Station;3;0;0;;FUJI AUTOMATION CO., LTD.;;;;;;;CVTrafficGen01;No
;;;25B-D030N104 POWERFLEX 525;;;2026-02-09 20:24:08.134 +0000 UTC;2026-02-09 20:24:32.394 +0000 UTC;10.1.2.18;00:00:bc:2f:c5:23;;No;Rockwell Automation;3;1;0;;Rockwell Automation;;;;;7.1;2c9af265;CVTrafficGen01;No
;;;10.1.1.21;;;2026-02-09 20:24:13.718 +0000 UTC;2026-02-09 20:24:32.044 +0000 UTC;10.1.1.21;00:1c:06:b7:56:39;;No;;5;0;0;;Siemens Numerical Control Ltd., Nanjing;;;;;;;CVTrafficGen01;No
;;;Siemens b7:56:39;;;2026-02-09 20:24:25.149 +0000 UTC;2026-02-09 20:24:31.958 +0000 UTC;;00:1c:06:b7:56:39;;No;IO Module;2;0;0;;Siemens Numerical Control Ltd., Nanjing;;;;;;;CVTrafficGen01;No
;;;10.1.3.15;;;2026-02-09 20:24:08.06 +0000 UTC;2026-02-09 20:24:31.63 +0000 UTC;10.1.3.15;00:80:f4:a9:b6:e8;;No;Controller;2;1;0;;Schneider Electric;;ATV930D15N4;;;V3.6IE50;;CVTrafficGen01;No
;;;Assembly_Uplink_Switch;;;2026-02-09 20:24:09.908 +0000 UTC;2026-02-09 20:24:31.49 +0000 UTC;10.1.4.21;00:26:98:17:b4:68;;No;Cisco/SNMP Agent;3;0;0;;Cisco Systems, Inc;;;;;;;CVTrafficGen01;No
;;;10.1.3.20;;;2026-02-09 20:24:17.93 +0000 UTC;2026-02-09 20:24:30.965 +0000 UTC;10.1.3.20;00:00:54:64:c7:20;;No;Controller;2;0;0;;Schneider Electric;;STBNIP2311;;;V6.20;;CVTrafficGen01;No
;;;IDMZ_Core_Switch;;;2026-02-09 20:24:08.776 +0000 UTC;2026-02-09 20:24:29.789 +0000 UTC;10.1.0.16;f8:c2:88:d7:46:9d;;No;Cisco/SNMP Agent;2;0;0;;Cisco Systems, Inc;Cisco IOS;Cisco IOS Software [Cupertino], Catalyst IE9300 Software (IE9300-UNIVERSALK9-M);;;17.15.01;;CVTrafficGen01;No
;;;10.1.1.16;;;2026-02-09 20:24:10.843 +0000 UTC;2026-02-09 20:24:29.103 +0000 UTC;10.1.1.16;00:0e:8c:cf:68:53;;No;;3;0;0;;Siemens AG;;;;;;;CVTrafficGen01;No
;;;Siemens cf:68:53;;;2026-02-09 20:24:16.437 +0000 UTC;2026-02-09 20:24:29.008 +0000 UTC;;00:0e:8c:cf:68:53;;No;IO Module;2;0;0;;Siemens AG;;;;;;;CVTrafficGen01;No
;;;10.1.4.16;;;2026-02-09 20:24:13.34 +0000 UTC;2026-02-09 20:24:28.791 +0000 UTC;10.1.4.16;00:20:99:10:80:55;;No;Controller;2;0;0;;ABB;;ACS580-01;;;V2.76;;CVTrafficGen01;No
;;;10.1.1.20;;;2026-02-09 20:24:11.185 +0000 UTC;2026-02-09 20:24:28.638 +0000 UTC;10.1.1.20;00:1c:06:27:58:97;;No;Controller;4;0;0;;Siemens AG;;6SL3210-1KE21-7UF1;;;V4.8;;CVTrafficGen01;No
;;;Siemens 27:58:97;;;2026-02-09 20:24:25.136 +0000 UTC;2026-02-09 20:24:28.426 +0000 UTC;;00:1c:06:27:58:97;;No;IO Module;1;0;0;;Siemens Numerical Control Ltd., Nanjing;;;;;;;CVTrafficGen01;No
;;;10.1.3.16;;;2026-02-09 20:24:12.168 +0000 UTC;2026-02-09 20:24:28.369 +0000 UTC;10.1.3.16;ec:fa:aa:60:62:69;;No;Controller;2;1;0;;Schneider Electric;;ATV630D15N4;;;V1.7IE61;;CVTrafficGen01;No
;;;10.1.3.14;;;2026-02-09 20:24:07.062 +0000 UTC;2026-02-09 20:24:27.577 +0000 UTC;10.1.3.14;ec:fa:aa:55:f8:f1;;No;Controller;2;1;0;;Schneider Electric;;ATV930D15N4;;;V3.6IE50;;CVTrafficGen01;No
;;;10.1.4.13;;;2026-02-09 20:24:07.948 +0000 UTC;2026-02-09 20:24:27.17 +0000 UTC;10.1.4.13;00:20:99:53:8c:22;;No;Controller;2;0;0;;ABB;;ACS880-01;;;V2.60;;CVTrafficGen01;No
;;;10.1.4.14;;;2026-02-09 20:24:18.309 +0000 UTC;2026-02-09 20:24:26.796 +0000 UTC;10.1.4.14;00:21:99:56:12:9f;;No;Controller;2;0;0;;ABB;;ACS880-01;;;V2.60;;CVTrafficGen01;No
;;;25B-D030N104 POWERFLEX 525;;;2026-02-09 20:24:08.817 +0000 UTC;2026-02-09 20:24:26.149 +0000 UTC;10.1.2.19;00:1d:9c:e6:0e:e7;;No;Rockwell Automation;2;1;0;;Rockwell Automation;;;;;7.1;2c9af265;CVTrafficGen01;No
;;;Siemens cb:24:28;;;2026-02-09 20:24:07.507 +0000 UTC;2026-02-09 20:24:25.313 +0000 UTC;;00:1b:1b:cb:24:28;;No;IO Module;3;0;0;;Siemens AG,;;;;;;;CVTrafficGen01;No
;;;Siemens da:da:cf;;;2026-02-09 20:24:10.621 +0000 UTC;2026-02-09 20:24:25.269 +0000 UTC;;00:1c:06:da:da:cf;;No;IO Module;1;0;0;;Siemens Numerical Control Ltd., Nanjing;;;;;;;CVTrafficGen01;No
;;;CNC_Operator_HMI;;;2026-02-09 20:24:06.162 +0000 UTC;2026-02-09 20:24:21.537 +0000 UTC;;00:1b:1b:72:6d:f7;;No;;2;0;0;;Siemens AG,;;;;;;;CVTrafficGen01;No
;;;CNC_Setup_HMI;;;2026-02-09 20:24:06.395 +0000 UTC;2026-02-09 20:24:20.127 +0000 UTC;;00:1b:1b:66:55:42;;No;;2;0;0;;Siemens AG,;;;;;;;CVTrafficGen01;No
;;;10.1.1.18;;;2026-02-09 20:24:07.538 +0000 UTC;2026-02-09 20:24:20.035 +0000 UTC;10.1.1.18;00:1b:1b:cb:24:28;;No;;4;0;0;;Siemens AG,;;;;;;;CVTrafficGen01;No
;;;Siemens c8:50:5;;;2026-02-09 20:24:19.981 +0000 UTC;2026-02-09 20:24:19.981 +0000 UTC;;00:1b:1b:c8:50:05;;No;;1;0;0;;Siemens AG,;;;;;;;CVTrafficGen01;No
;;;Aswt 60:ec:7a;;;2026-02-09 20:24:16.552 +0000 UTC;2026-02-09 20:24:16.552 +0000 UTC;;00:1a:28:60:ec:7a;;No;;1;0;0;;ASWT Co., LTD. Taiwan Branch H.K.;;;;;;;CVTrafficGen01;No
;;;IDMZ_South_Firewall_Switch;;;2026-02-09 20:24:08.939 +0000 UTC;2026-02-09 20:24:14.824 +0000 UTC;10.1.0.18;70:7d:b9:f2:1f:f8;;No;Cisco/SNMP Agent;2;0;0;;Cisco Systems, Inc;Cisco IOS;Cisco IOS Software [Cupertino], Catalyst IE3500 Software (IE3500-UNIVERSALK9-M);;;17.15.01;;CVTrafficGen01;No
;;;10.1.1.17;;;2026-02-09 20:24:10.709 +0000 UTC;2026-02-09 20:24:11.792 +0000 UTC;10.1.1.17;00:1c:06:da:da:cf;;No;;3;0;0;;Siemens Numerical Control Ltd., Nanjing;;;;;;;CVTrafficGen01;No
;;;Plant_Overview_HMI;;;2026-02-09 20:24:07.223 +0000 UTC;2026-02-09 20:24:07.464 +0000 UTC;;00:0e:8c:81:c6:01;;No;;1;0;0;;Siemens AG;;;;;;;CVTrafficGen01;No
;;;Assembly_Operator_HMI;;;2026-02-09 20:24:06.967 +0000 UTC;2026-02-09 20:24:07.27 +0000 UTC;;00:21:99:de:b4:a1;;No;;1;0;0;;Vacon Plc;;;;;;;CVTrafficGen01;No
;;;ECoat_Operator_HMI;;;2026-02-09 20:24:06.838 +0000 UTC;2026-02-09 20:24:07.108 +0000 UTC;;00:60:e5:c6:25:ff;;No;;1;0;0;;FUJI AUTOMATION CO., LTD.;;;;;;;CVTrafficGen01;No
;;;Weld_Cell_Station_HMI;;;2026-02-09 20:24:06.64 +0000 UTC;2026-02-09 20:24:06.792 +0000 UTC;;00:00:bc:77:f4:e1;;No;;1;0;0;;Rockwell Automation;;;;;;;CVTrafficGen01;No
;;;Weld_Cell_Main_HMI;;;2026-02-09 20:24:06.464 +0000 UTC;2026-02-09 20:24:06.565 +0000 UTC;;00:1d:9c:48:c4:2d;;No;;1;0;0;;Rockwell Automation;;;;;;;CVTrafficGen01;No
